Accession,Length,Geo_Location,Collection_Date,GenBank_Title
MT326093,29833,USA,2020-03-22,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1775/2020, complete genome"
MT326100,29873,USA,2020-03-22,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1805/2020, complete genome"
MT326148,29817,USA,2020-03-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1744/2020, complete genome"
MT326151,29744,USA,2020-03-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1705/2020, complete genome"
MT326152,29758,USA,2020-03-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1706/2020, complete genome"
MT326153,29874,USA,2020-03-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1702/2020, complete genome"
MT326158,29737,USA,2020-03-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1772/2020, complete genome"
MT326160,29765,USA,2020-03-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1733/2020, complete genome"
MT326161,29589,USA,2020-03-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1732/2020, complete genome"
MT326164,29870,USA,2020-03-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1750/2020, complete genome"
MT326166,29759,USA,2020-03-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1735/2020, complete genome"
MT326121,29643,USA,2020-03-20,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1666/2020, complete genome"
MT326125,29828,USA,2020-03-20,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1723/2020, complete genome"
MT326128,29837,USA,2020-03-20,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1652/2020, complete genome"
MT326129,29895,USA,2020-03-20,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1698/2020, complete genome"
MT326178,29903,USA,2020-03-19,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1595/2020, complete genome"
MT326134,29864,USA,2020-03-20,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1765/2020, complete genome"
MT326154,29863,USA,2020-03-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1724/2020, complete genome"
MT325571,29882,USA: GA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/GA_2055/2020, complete genome"
MT325572,29882,USA: GA,2020-03-08,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/GA_2118/2020, complete genome"
MT325581,29882,USA: LA,2020-03-09,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/LA_0842/2020, complete genome"
MT326162,29861,USA,2020-03-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1739/2020, complete genome"
MT324684,29889,USA,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/ENV/USA/UF-3/2020, complete genome"
MT325582,29882,USA: MA,2020-03-05,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_0020/2020, complete genome"
MT326191,29832,USA,2020-03-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1422/2020, complete genome"
MT326173,29574,USA,2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNKNOWN-UW-1773/2020, complete genome"
MT326088,29872,USA,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1840/2020, complete genome"
MT326105,29842,USA,2020-03-22,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1828/2020, complete genome"
MT326106,29885,USA,2020-03-22,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1831/2020, complete genome"
MT326086,29856,USA,2020-03-19,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1785/2020, complete genome"
MT326097,29859,USA,2020-03-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1784/2020, complete genome"
MT326104,29808,USA,2020-03-22,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNKNOWN-UW-1816/2020, complete genome"
MT326184,29733,USA,2020-03-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1472/2020, complete genome"
MT326087,29853,USA,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1801/2020, complete genome"
MT322398,29866,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0005/2020, complete genome"
MT322402,29898,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0009/2020, complete genome"
MT322410,29891,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0020/2020, complete genome"
MT322423,29900,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0045/2020, complete genome"
MT322403,29851,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0010/2020, complete genome"
MT322407,29866,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0017/2020, complete genome"
MT322409,29900,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0019/2020, complete genome"
MT322419,29899,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0040/2020, complete genome"
MT322422,29897,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0044/2020, complete genome"
MT039874,29858,China,2020-01-22,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/IME-HZ01/2020, complete genome"
MT077125,29785,Italy,2020-01-31,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ITA/INMI1/2020, complete genome"
MT322411,29866,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0021/2020, complete genome"
MT322412,29859,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0024/2020, complete genome"
MT322418,29896,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0039/2020, complete genome"
MT322424,29903,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0046/2020, complete genome"
MT322416,29867,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0036/2020, complete genome"
MT322413,29897,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0031/2020, complete genome"
MT322414,29901,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0033/2020, complete genome"
MT322415,29865,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0034/2020, complete genome"
MT322417,29901,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0038/2020, complete genome"
MT322394,29865,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0001/2020, complete genome"
MT322395,29867,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0002/2020, complete genome"
MT322396,29867,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0003/2020, complete genome"
MT322397,29893,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0004/2020, complete genome"
MT322400,29887,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0007/2020, complete genome"
MT322401,29900,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0008/2020, complete genome"
MT322404,29865,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0011/2020, complete genome"
MT322405,29902,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0012/2020, complete genome"
MT322406,29886,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0016/2020, complete genome"
MT322408,29866,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0018/2020, complete genome"
MT322420,29864,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0042/2020, complete genome"
MT322421,29859,USA: VA,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0043/2020, complete genome"
MT320538,29679,France,2020-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/FRA/KRA-ROB/2020, complete genome"
MT320891,29828,Iran,2020-03-09,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/HGRC-1.1-IPI-8206/2020, complete genome"
MT308703,29834,USA: NC,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNC_200181/2020, complete genome"
MT308704,29834,USA: NC,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNC_200189/2020, complete genome"
MT308702,29834,USA: NC,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNC_200191/2020, complete genome"
MT304476,29882,South Korea,2020-02-29,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KOR/BA-ACH_2719/2020, complete genome"
MT304474,29882,South Korea,2020-02-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KOR/BA-ACH_2604/2020, complete genome"
MT304475,29882,South Korea,2020-02-29,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KOR/BA-ACH_2718/2020, complete genome"
MT304477,29882,USA: AZ,2020-03-02,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AZ_4811/2020, complete genome"
MT304478,29882,USA: FL,2020-03-02,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/FL_6318/2020, complete genome"
MT304479,29882,USA: GA,2020-03-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/GA_1299/2020, complete genome"
MT304481,29882,USA: GA,2020-03-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/GA_1445/2020, complete genome"
MT304482,29882,USA: IL,2020-03-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IL_1293/2020, complete genome"
MT304484,29882,USA: NH,2020-02-29,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NH_0004/2020, complete genome"
MT304485,29882,USA: NH,2020-03-02,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NH_0008/2020, complete genome"
MT304486,29882,USA: NY,2020-03-02,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY_2929/2020, complete genome"
MT304487,29882,USA: OR,2020-03-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/OR_5430/2020, complete genome"
MT304488,29882,USA: RI,2020-03-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/RI_0556/2020, complete genome"
MT304491,29882,USA: TX,2020-03-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/TX_2967/2020, complete genome"
MT300186,29834,USA: North Carolina,2020-04-02,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNC_200173/2020, complete genome"
MT304480,29882,USA: GA,2020-03-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/GA_1320/2020, complete genome"
MT304483,29882,USA: IL,2020-03-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IL_1375/2020, complete genome"
MT304489,29882,USA: TX,2020-02-29,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/TX_2039/2020, complete genome"
MT304490,29882,USA: TX,2020-03-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/TX_2817/2020, complete genome"
MT291831,29872,China: Beijing,2020-01-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-BJ01/2020, complete genome"
MT291836,29860,China: Beijing,2020-01-29,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-BJ07/2020, complete genome"
MT291834,29865,China: Beijing,2020-01-28,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-BJ04/2020, complete genome"
MT291835,29871,China: Beijing,2020-01-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-BJ05/2020, complete genome"
MT292570,29782,Spain,2020-03-10,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia17/2020, complete genome"
MT292574,29782,Spain,2020-03-02,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia15/2020, complete genome"
MT291829,29774,China: Wuhan,2019-12-30,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-WH04/2019, complete genome"
MT291830,29807,China: Wuhan,2019-12-30,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-WH05/2019, complete genome"
MT291827,29858,China: Wuhan,2019-12-30,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-WH02/2019, complete genome"
MT292572,29782,Spain,2020-03-10,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia11/2020, complete genome"
MT292571,29782,Spain,2020-03-09,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia12/2020, complete genome"
MT291828,29858,China: Wuhan,2019-12-30,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-WH03/2019, complete genome"
MT295465,29893,USA,2020-03-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UF-2/2020, complete genome"
MT295464,29892,USA,2020-03-10,"Severe acute respiratory syndrome coronavirus 2 isolate SARS CoV-2/human/USA/UF-1/2020, complete genome"
MT292569,29782,Spain,2020-03-09,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia13/2020, complete genome"
MT292573,29782,Spain,2020-03-09,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia14/2020, complete genome"
MT292575,29782,Spain,2020-03-10,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia16/2020, complete genome"
MT291826,29807,China: Wuhan,2019-12-30,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-WH01/2019, complete genome"
MT291832,29828,China: Beijing,2020-01-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-BJ02/2020, complete genome"
MT291833,29821,China: Beijing,2020-01-28,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-BJ03/2020, complete genome"
MT293170,29798,USA: WA,2020-03-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1327/2020, complete genome"
MT293167,29796,USA: WA,2020-03-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1319/2020, complete genome"
MT293184,29756,USA: WA,2020-03-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1297/2020, complete genome"
MT293192,29868,USA: WA,2020-03-28,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USACT-UW427/2020, complete genome"
MT293218,29870,USA: WA,2020-03-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1441/2020, complete genome"
MT293175,29776,USA: WA,2020-03-30,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USAWA-UW410/2020, complete genome"
MT293183,29871,USA: WA,2020-03-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1296/2020, complete genome"
MT293176,29883,USA: WA,2020-03-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1417/2020, complete genome"
MT293219,29885,USA: WA,2020-03-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1440/2020, complete genome"
MT293212,29883,USA: WA,2020-03-19,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1576/2020, complete genome"
MT293211,29864,USA: WA,2020-03-19,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1591/2020, complete genome"
MT293210,29871,USA: WA,2020-03-19,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1578/2020, complete genome"
MT293204,29896,USA: WA,2020-03-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1446/2020, complete genome"
MT293199,29671,USA: WA,2020-03-19,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1581/2020, complete genome"
MT293168,29694,USA: WA,2020-03-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1308/2020, complete genome"
MT293177,29882,USA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNKNOWN-UW-1403/2020, complete genome"
MT293178,29868,USA: WA,2020-03-26,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USAWA-UW413/2020, complete genome"
MT293185,29640,USA: WA,2020-03-28,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USACT-UW420/2020, complete genome"
MT293186,29865,USA: WA,2020-03-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1314/2020, complete genome"
MT293187,29869,USA: WA,2020-03-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1347/2020, complete genome"
MT293188,29778,USA: WA,2020-03-28,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USACT-UW423/2020, complete genome"
MT293194,29653,USA: WA,2020-03-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1349/2020, complete genome"
MT293195,29871,USA: WA,2020-03-28,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USACT-UW430/2020, complete genome"
MT293156,29844,USA: WA,2020-03-30,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USAWA-UW391/2020, complete genome"
MT293158,29748,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1271/2020, complete genome"
MT293160,29864,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1315/2020, complete genome"
MT293161,29873,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1329/2020, complete genome"
MT293163,29596,USA: WA,2020-03-29,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USAUNKNOWN-UW398/2020, complete genome"
MT293164,29772,USA: WA,2020-03-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1287/2020, complete genome"
MT293165,29839,USA: WA,2020-03-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1269/2020, complete genome"
MT293166,29865,USA: WA,2020-03-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1320/2020, complete genome"
MT293215,29855,USA: WA,2020-03-19,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1569/2020, complete genome"
MT293216,29859,USA: WA,2020-03-19,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1562/2020, complete genome"
MT293173,29820,USA: WA,2020-03-30,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USAWA-UW408/2020, complete genome"
MT293190,29829,USA: WA,2020-03-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1334/2020, complete genome"
MT293191,29711,USA: WA,2020-03-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1346/2020, complete genome"
MT293197,29619,USA: WA,2020-03-19,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1593/2020, complete genome"
MT293174,29672,USA: WA,2020-03-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USAOR-UW409/2020, complete genome"
MT293222,29842,USA: WA,2020-03-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1433/2020, complete genome"
MT293171,29848,USA: WA,2020-03-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1306/2020, complete genome"
MT293179,29877,USA: WA,2020-03-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1300/2020, complete genome"
MT293162,29848,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1302/2020, complete genome"
MT293189,29863,USA: WA,2020-03-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1322/2020, complete genome"
MT293224,29847,USA: WA,2020-03-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1608/2020, complete genome"
MT293159,29890,USA: WA,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1304/2020, complete genome"
MT293169,29790,USA: WA,2020-03-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1279/2020, complete genome"
MT293220,29869,USA: WA,2020-03-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1470/2020, complete genome"
MT293181,29871,USA: WA,2020-03-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1338/2020, complete genome"
MT293182,29866,USA: WA,2020-03-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1353/2020, complete genome"
MT293196,29888,USA: WA,2020-03-19,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1567/2020, complete genome"
MT293198,29881,USA: WA,2020-03-19,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1583/2020, complete genome"
MT293205,29833,USA: WA,2020-03-19,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1561/2020, complete genome"
MT293206,29668,USA: WA,2020-03-19,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1588/2020, complete genome"
MT293207,29866,USA: WA,2020-03-19,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1586/2020, complete genome"
MT293172,29870,USA: WA,2020-03-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1309/2020, complete genome"
MT293180,29554,USA: WA,2020-03-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1268/2020, complete genome"
MT293225,29865,USA: WA,2020-03-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1599/2020, complete genome"
MT293213,29887,USA: WA,2020-03-19,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1574/2020, complete genome"
MT293209,29842,USA: WA,2020-03-19,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1552/2020, complete genome"
MT293208,29884,USA: WA,2020-03-19,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1587/2020, complete genome"
MT293202,29874,USA: WA,2020-03-19,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1448/2020, complete genome"
MT293201,29846,USA: WA,2020-03-19,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1611/2020, complete genome"
MT293200,29852,USA: WA,2020-03-19,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1603/2020, complete genome"
MT281577,29903,China: Fuyang,2020-03-10,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Fuyang_FY002/2020, complete genome"
MT276331,29882,USA: TX,2020-02-29,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/TX_2020/2020, complete genome"
MT276325,29882,USA: WA,2020-02-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA_5030/2020, complete genome"
MT276324,29882,USA: CA,2020-02-26,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA_2602/2020, complete genome"
MT276326,29882,USA: GA,2020-02-29,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/GA_2741/2020, complete genome"
