Accession,Length,Geo_Location,Collection_Date,GenBank_Title
MT072688,29811,Nepal,2020-01-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS0CoV-2/61-TW/human/2020/ NPL, complete genome"
MT072668,810,Belgium,2020-02-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/GHB-03021/human/2020/BEL orf1ab polyprotein, RdRp region, (orf1ab) gene, partial cds"
MT072667,670,Belgium,2020-02-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/GHB-03021/human/2020/BEL orf1ab polyprotein gene, partial cds"
MT066159,290,Malaysia,2020-01-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/CL5049/human/2020/MYS orf1ab polyprotein, RdRp region, (orf1ab) gene, partial cds"
MT066175,29870,Taiwan,2020-01-31,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/NTU01/2020/TWN, complete genome"
MT066176,29870,Taiwan,2020-02-05,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/NTU02/2020/TWN, complete genome"
MT066157,290,Malaysia,2020-01-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/CL5045/human/2020/MYS orf1ab polyprotein, RdRp region, (orf1ab) gene, partial cds"
MT066158,290,Malaysia,2020-01-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/CL5047/human/2020/MYS orf1ab polyprotein, RdRp region, (orf1ab) gene, partial cds"
LC523807,357,Philippines,2020-02-06,"Severe acute respiratory syndrome coronavirus 2 2019-nCoV_PH_nCOV_20_026 N gene for nucleocapsid phosphoprotein, partial cds"
LC523808,357,Philippines,2020-01-26,"Severe acute respiratory syndrome coronavirus 2 2019-nCoV_PH_nCOV_20_025 N gene for nucleocapsid phosphoprotein, partial cds"
LC523809,357,Philippines,2020-01-23,"Severe acute respiratory syndrome coronavirus 2 2019-nCoV_PH_nCOV_20_022 N gene for nucleocapsid phosphoprotein, partial cds"
MT049951,29903,China,2020-01-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/Yunnan-01/human/2020/CHN, complete genome"
MT044257,29882,USA,2020-01-28,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-IL2/2020, complete genome"
MT044258,29858,USA,2020-01-27,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA6/2020, complete genome"
MT050416,562,Australia,2020-02,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/QLD03/human/2020_FSS917/AUS ORF1ab polyprotein, RdRp region, gene, partial cds"
MT050415,562,Australia,2020-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/QLD02/human/2020_FSS916/AUS ORF1ab polyprotein, RdRp region, gene, partial cds"
MT050417,562,Australia,2020-02,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/QLD05/human/2020_FSS918/AUS ORF1ab polyprotein, RdRp region, gene, partial cds"
MT042774,294,China,2020-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/Tongji-02/human/2020/Wuhan orf1ab polyprotein, RNA-dependent RNA polymerase region, gene, partial cds"
MT042775,294,China,2020-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/Tongji-03/human/2020/Wuhan orf1ab polyprotein, RNA-dependent RNA polymerase region, gene, partial cds"
MT042776,294,China,2020-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/Tongji-04/human/2020/Wuhan orf1ab polyprotein, RNA-dependent RNA polymerase region, gene, partial cds"
MT042778,294,China,2020-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/Tongji-06/human/2020/Wuhan orf1ab polyprotein, RNA-dependent RNA polymerase region, gene, partial cds"
MT042777,294,China,2020-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/Tongji-05/human/2020/Wuhan orf1ab polyprotein, RNA-dependent RNA polymerase region, gene, partial cds"
MT042773,294,China,2020-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/Tongji-01/human/2020/CHN orf1ab polyprotein, RNA-dependent RNA polymerase region, gene, partial cds"
MT050414,562,Australia,2020-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/QLD01/human/2020_FSS915/AUS ORF1ab polyprotein, RdRp region, gene, partial cds"
MT039890,29903,South Korea,2020-01,"Severe acute respiratory syndrome coronavirus 2 isolate SNU01, complete genome"
MT039887,29879,USA,2020-01-31,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-WI1/2020, complete genome"
MT039873,29833,China,2020-01-20,"Severe acute respiratory syndrome coronavirus 2 isolate HZ-1, complete genome"
MT039888,29882,USA,2020-01-29,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-MA1/2020, complete genome"
LC522350,182,Philippines,2020-01-26,"Severe acute respiratory syndrome coronavirus 2 2019-nCoV_PH_nCOV_20_026 orf1ab gene for orf1ab polyprotein, partial cds"
MT027063,29882,USA,2020-01-29,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA4/2020, complete genome"
MT027064,29882,USA,2020-01-29,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA5/2020, complete genome"
MT027062,29882,USA,2020-01-29,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA3/2020, complete genome"
MT020881,29882,USA,2020-01-25,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-WA1-F6/2020, complete genome"
MT019533,29883,China,2020-01-01,"Severe acute respiratory syndrome coronavirus 2 isolate BetaCoV/Wuhan/IPBCAMS-WH-05/2020, complete genome"
MT019531,29899,China,2019-12-30,"Severe acute respiratory syndrome coronavirus 2 isolate BetaCoV/Wuhan/IPBCAMS-WH-03/2019, complete genome"
MT019532,29890,China,2019-12-30,"Severe acute respiratory syndrome coronavirus 2 isolate BetaCoV/Wuhan/IPBCAMS-WH-04/2019, complete genome"
MT020781,29806,Finland,2020-01-29,"Severe acute respiratory syndrome coronavirus 2 isolate nCoV-FIN-29-Jan-2020, partial genome"
MT019530,29889,China,2019-12-30,"Severe acute respiratory syndrome coronavirus 2 isolate BetaCoV/Wuhan/IPBCAMS-WH-02/2019, complete genome"
MT019529,29899,China,2019-12-23,"Severe acute respiratory syndrome coronavirus 2 isolate BetaCoV/Wuhan/IPBCAMS-WH-01/2019, complete genome"
MT020880,29882,USA,2020-01-25,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-WA1-A12/2020, complete genome"
LR757996,29868,China,2020-01-01,"Wuhan seafood market pneumonia virus genome assembly, chromosome: whole_genome"
LR757998,29866,China,2019-12-26,"Wuhan seafood market pneumonia virus genome assembly, chromosome: whole_genome"
LR757997,29388,China,2019-12-31,"Wuhan seafood market pneumonia virus genome assembly, chromosome: whole_genome"
LR757995,29872,China,2019-12-26,"Wuhan seafood market pneumonia virus genome assembly, chromosome: whole_genome"
MT008023,322,Italy,2020-01,"Severe acute respiratory syndrome coronavirus 2 isolate 2019 nCoV/Italy-INMI2 membrane glycoprotein (M) gene, partial cds"
MT007544,29893,Australia,2020-01-25,"Severe acute respiratory syndrome coronavirus 2 isolate Australia/VIC01/2020, complete genome"
MT008022,322,Italy,2020-01,"Severe acute respiratory syndrome coronavirus 2 isolate 2019 nCoV/Italy-INMI1 membrane glycoprotein (M) gene, partial cds"
MN996527,29825,China,2019-12-30,"Severe acute respiratory syndrome coronavirus 2 isolate WIV02, complete genome"
MN996528,29891,China,2019-12-30,"Severe acute respiratory syndrome coronavirus 2 isolate WIV04, complete genome"
MN996529,29852,China,2019-12-30,"Severe acute respiratory syndrome coronavirus 2 isolate WIV05, complete genome"
MN996530,29854,China,2019-12-30,"Severe acute respiratory syndrome coronavirus 2 isolate WIV06, complete genome"
MN996531,29857,China,2019-12-30,"Severe acute respiratory syndrome coronavirus 2 isolate WIV07, complete genome"
MN988669,29881,China,2020-01-02,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV WHU02, complete genome"
MN994467,29882,USA,2020-01-23,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA1/2020, complete genome"
MN994468,29883,USA,2020-01-22,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA2/2020, complete genome"
MN997409,29882,USA,2020-01-22,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-AZ1/2020, complete genome"
MN988668,29881,China,2020-01-02,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV WHU01, complete genome"
MN988713,29882,USA,2020-01-21,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-IL1/2020, complete genome"
MN938387,107,China,2020-01,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV_HKU-SZ-001_2020 surface glycoprotein (S) gene, partial cds"
MN938389,107,China,2020-01,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV_HKU-SZ-004_2020 surface glycoprotein (S) gene, partial cds"
MN975263,287,China,2020-01,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV_HKU-SZ-007a_2020 ORF1ab polyprotein, RdRp region, (orf1ab) gene, partial cds"
MN975268,107,China,2020-01,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV_HKU-SZ-007c_2020 surface glycoprotein (S) gene, partial cds"
MN975267,107,China,2020-01,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV_HKU-SZ-007b_2020 surface glycoprotein (S) gene, partial cds"
MN975262,29891,China,2020-01-11,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV_HKU-SZ-005b_2020, complete genome"
MN938388,107,China,2020-01,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV_HKU-SZ-002b_2020 surface glycoprotein (S) gene, partial cds"
MN938390,107,China,2020-01,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV_HKU-SZ-005_2020 surface glycoprotein (S) gene, partial cds"
MN975264,287,China,2020-01,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV_HKU-SZ-007b_2020 ORF1ab polyprotein, RdRp region, (orf1ab) gene, partial cds"
MN975265,287,China,2020-01,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV_HKU-SZ-007c_2020 ORF1ab polyprotein, RdRp region, (orf1ab) gene, partial cds"
MN975266,107,China,2020-01,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV_HKU-SZ-007a_2020 surface glycoprotein (S) gene, partial cds"
MN938386,287,China,2020-01,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV_HKU-SZ-004_2020 ORF1ab polyprotein, RdRp region, (orf1ab) gene, partial cds"
MN938384,29838,China,2020-01-10,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV_HKU-SZ-002a_2020, complete genome"
MN938385,287,China,2020-01,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV_HKU-SZ-001_2020 ORF1ab polyprotein, RdRp region, (orf1ab) gene, partial cds"
MN985325,29882,USA,2020-01-19,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-WA1/2020, complete genome"
MN970003,290,Thailand,2020-01-08,"Severe acute respiratory syndrome coronavirus 2 isolate SI200040-SP orf1ab polyprotein, RdRP region, (orf1ab) gene, partial cds"
MN970004,290,Thailand,2020-01-13,"Severe acute respiratory syndrome coronavirus 2 isolate SI200121-SP orf1ab polyprotein, RdRP region, (orf1ab) gene, partial cds"
MN908947,29903,China,2019-12,"Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome"
